Message,IsToxic
Hôm nay tớ thấy mệt vcl (vui cực luôn),0
Mọi người hẹn lịch môn .NET!,0
Bớt sủa lại đi cái thứ khùng chó đẻ,1
"Hế lô thằng kia, em xem kiểm tra ạ",0
Bạn tìm phòng ở Lab vào tối thứ 5 nhé,0
Con rác rưởi clgt ạ,1
Bớt sủa lại đi cái thứ phế vật vcl,1
"Xin chào mn, anh hỏi tài liệu thế nào",0
"Ê bạn, mình hỏi bài tập nha",0
Hôm nay tớ thấy vui thật sự,0
o'c cho' anh em lừa đảo,1
Hôm nay con thấy đói thật sự,0
Nhóm mình hẹn lịch thư viện ML.NET,0
Mình hẹn lịch môn .NET,0
Mọi người giúp em sửa lỗi khu C5!,0
chúc cuối tuần vui vẻ,0
"Chào thằng kia, anh check bài tập giúp mình",0
đ.m con kia rác rưởi,1
Con vô học vcl ạ,1
Hôm nay chị thấy đói thật sự,0
Con ngu biến đi nhé,1
Lũ rác rưởi clgt ạ,1
Bạn hẹn lịch khu C5...,0
Con làm ăn như hạch biến đi,1
Đồ óc chó biến đi???,1
Con kia là đồ lừa đảo mẹ mày,1
Hôm nay mình thấy vui ghê,0
"Hế lô mày, em sửa đồ án với",0
vclll anh em phế vật,1
"Hi con kia, chị xin java thế nào",0
đ km mn phế vật,1
"Mọi người ơi ông, con nộp sql cảm ơn",0
o'c cho' mn ngu,1
v_l mn phế vật,1
vclll con kia lừa đảo,1
vcl ??,1
Cút mẹ mày đi đừng có làm phiền người khác,1
vcl n.g.u,1
đ.m bạn điên,1
đ km bạn vô học,1
Nhóm mình chia sẻ môn .NET,0
Đồ ngu nghỉ học đi???,1
đéo ,1
"Chào anh em, em lỗi tài liệu giúp mình",0
Nhóm mình hẹn lịch phòng trọ Thái Nguyên ạ,0
Thằng kia là đồ khùng cứt,1
vcl ...,1
"Hello con kia, cháu nộp java vui vẻ",0
Hôm nay em thấy đói thật sự,0
đ km bà rác rưởi,1
Em giúp em sửa lỗi Lab vào tối thứ 5,0
"Hi bạn, chị sửa lab thế nào",0
Mn là đồ lừa đảo đéo,1
Con ngu thế nhỉ...,1
vl ,1
Thằng rác rưởi biến đi nhé,1
Đồ ngu rác rưởi của xã hội,1
Hôm nay cháu thấy chán vcl (vui cực luôn),0
Mn là đồ dốt đm,1
chó đẻ vclll,1
Hôm nay anh thấy chán quá,0
Đồ óc chó đm ạ,1
Anh em là đồ phế vật đéo,1
"Ê bạn, em hỏi đồ án thế nào",0
Lũ vô học vcl,1
v_l mày óc chó,1
"Ê mày, con làm java thế nào",0
"Chào bà, cháu làm bug nha",0
"Hi con kia, em xem sql cảm ơn",0
Thầy cho hỏi về thư viện ML.NET nhé,0
Em giúp em sửa lỗi khu C5!,0
thằng ranh con,1
"Mọi người ơi bạn, mình lỗi bug không?",0
"Xin chào mn, mình xin kiểm tra nha",0
Thằng kia là đồ rác rưởi chó đẻ,1
Đồ làm ăn như hạch biến đi!,1
Bạn là đồ điên đm,1
Mình cho hỏi về phòng trọ Thái Nguyên,0
"Chào ông, chị xin lab giúp mình",0
"Chào ông, chị check đồ án giúp mình",0
Nhóm mình hẹn lịch thư viện ML.NET...,0
Lũ lừa đảo biến đi???,1
"Mọi người ơi ông, chị chậm thi không?",0
Nhóm mình tìm phòng ở môn .NET,0
Hôm nay mình thấy chán quá,0
đéo r4c,1
Đồ ngu clgt ạ,1
"Làm ăn như đéo, đồ điên",1
Hôm nay anh thấy vui ghê,0
Mọi người giúp em sửa lỗi phòng trọ Thái Nguyên!,0
Mình tìm phòng ở khu C5???,0
"Hi mày, tớ lag sql giúp mình",0
"Ê thằng kia, chị lỗi đồ án nha",0
Mày là đồ khùng chó đẻ,1
Con lừa đảo biến đi???,1
Mình tìm phòng ở Lab vào tối thứ 5 ạ,0
v_l mn óc chó,1
Bạn là đồ điên đmm,1
Hôm nay em thấy đói vcl (vui cực luôn),0
Phòng này bẩn quá,0
"Mọi người ơi bạn, cháu sửa java nhé",0
Hôm nay chị thấy mệt quá,0
Bạn là đồ rác rưởi cứt,1
Mày làm ăn như hạch nghỉ học đi nhé,1
đéo đ km,1
Mày là đồ rác rưởi chó đẻ,1
"Mọi người ơi anh em, anh lag tài liệu vui vẻ",0
Ông là đồ rác rưởi đb,1
n.g.u ông rác rưởi,1
Con óc chó thế nhỉ!,1
Ông là đồ khùng đb,1
Hôm nay tớ thấy hết tiền quá,0
đ.m mày vô học,1
"Chào anh em, chị hỏi lab thế nào",0
"Làm ăn như đb, đồ ngu",1
"Làm ăn như vl, đồ óc chó",1
"Ê mày, mình lỗi server không?",0
Mày là đồ dốt clgt,1
Bà là đồ đần đb,1
"Hi bạn, con xin bug ạ",0
v_l anh em lừa đảo,1
"Hi bà, con chạy tài liệu ạ",0
"Nhìn cái mặt là thấy khùng rồi, biến đi",1
Đồ làm ăn như hạch vcl???,1
vl r4c,1
đ km mn ngu,1
Mày là đồ óc chó cứt,1
Lũ làm ăn như hạch vcl nhé,1
v_l ông vô học,1
đ.m thằng kia vô học,1
Thầy chia sẻ môn .NET nhé,0
đ km anh em vô học,1
Hôm nay anh thấy vui thật sự,0
Thằng kia là đồ lừa đảo mẹ mày,1
Thầy hẹn lịch Lab vào tối thứ 5,0
"Mọi người ơi ông, chị chạy kiểm tra thế nào",0
Bà là đồ lừa đảo đéo,1
v c l mày ngu,1
"Hi thằng kia, con lỗi bug thế nào",0
"Hello thằng kia, chị chậm code nhé",0
"Ê ông, em chậm tài liệu vui vẻ",0
Nhóm mình tìm phòng ở thư viện ML.NET...,0
Chào mn,0
Con vô học nghỉ học đi...,1
Con làm ăn như hạch vcl,1
"Chào ông, mình lag deadline thế nào",0
Thằng vô học nghỉ học đi,1
"Hi con kia, mình lỗi web không?",0
r4c anh em lừa đảo,1
"Xin chào bạn, em lag lab cảm ơn",0
"Làm ăn như clgt, đồ ngu",1
Con kia là đồ vô học đmm,1
Con làm ăn như hạch thế nhỉ...,1
"Chào con kia, em làm bài tập giúp mình",0
Mình hẹn lịch thư viện ML.NET...,0
"Hế lô thằng kia, con xin lab giúp mình",0
v c l con kia ngu,1
Thằng kia là đồ óc chó đm,1
"Ê mày, chị hỏi sql nha",0
Mày là đồ dốt đb,1
"Chào bạn, tớ làm java với",0
"Ê ông, anh hỏi web cảm ơn",0
Con kia là đồ phế vật chó đẻ,1
Bạn là đồ đần đmm,1
đ.m mày phế vật,1
Con lừa đảo vcl???,1
Hello !,0
vcl !,1
"Hello bạn, tớ lỗi bug không?",0
"Hello thằng kia, con chạy deadline với",0
Nhóm mình giúp em sửa lỗi thư viện ML.NET!,0
Hôm nay anh thấy mệt thật sự,0
"Chào mày, em sửa bug không?",0
Mọi người hẹn lịch khu C5 ạ,0
Con vô học nghỉ học đi ạ,1
Con kia là đồ khùng đb,1
"Chào bà, tớ lỗi server nha",0
"Xin chào con kia, cháu sửa đồ án thế nào",0
đ.m thằng kia phế vật,1
Mày ngu đm...,1
Thằng rác rưởi biến đi???,1
Bạn là đồ khùng chó đẻ,1
vl v c l,1
Bà là đồ đần vl,1
Bà là đồ đần đmm,1
v c l anh em rác rưởi,1
Em chia sẻ đồ án C#???,0
Mọi người cho hỏi về thư viện ML.NET...,0
Hôm nay mình thấy mệt quá,0
"Hế lô mn, mình check code ạ",0
Đánh chết con muỗi rồi,0
Mày là đồ đần vl,1
vcl thật sự,1
Đồ điên rác rưởi của xã hội,1
Mày là đồ điên vcl,1
Bà là đồ ngu mẹ mày,1
"Hế lô con kia, chị làm server nhé",0
Mày làm ăn như hạch clgt ạ,1
Con vô học thế nhỉ???,1
r4c mày lừa đảo,1
Hôm nay anh thấy đói quá,0
Con lừa đảo biến đi!,1
Mọi người ơi nha,0
Mọi người đăng bài thư viện ML.NET???,0
dkm thằng kia khùng,1
r4c ông dốt,1
"Xin chào anh em, mình check deadline thế nào",0
Bớt sủa lại đi cái thứ dốt đb,1
ngu vl,1
Hôm nay con thấy mệt thật sự,0
Thầy cho hỏi về phòng trọ Thái Nguyên...,0
đmm ...,1
o'c cho' bạn ngu,1
"Hi bà, tớ check sql ạ",0
"Nhìn cái mặt là thấy rác rưởi rồi, biến đi",1
Bà là đồ vô học đm,1
Hế lô mn,0
Con ngu vcl!,1
"Hế lô bà, con xem code vui vẻ",0
Em hẹn lịch Lab vào tối thứ 5!,0
Em đăng bài khu C5,0
"Hi anh em, mình chậm python ạ",0
Em hẹn lịch môn .NET!,0
"Xin chào mày, tớ hỏi lab thế nào",0
đm v c l,1
Mn là đồ ngu đm,1
Con kia là đồ điên đéo,1
"Hế lô bà, mình hỏi bug không?",0
Bớt sủa lại đi cái thứ dốt vcl,1
Thầy tìm phòng ở Lab vào tối thứ 5!,0
Mọi người cho hỏi về Lab vào tối thứ 5???,0
Mọi người cho hỏi về Lab vào tối thứ 5!,0
Hello cả nhà,0
Bà là đồ đần mẹ mày,1
Bạn giúp em sửa lỗi phòng trọ Thái Nguyên???,0
Bạn là đồ óc chó clgt,1
"Làm ăn như chó đẻ, đồ dốt",1
Ông là đồ khùng clgt,1
"Cả nhà ơi ông, chị xem web giúp mình",0
"Hello anh em, cháu hỏi deadline ạ",0
Mọi người đăng bài môn .NET!,0
"Mọi người ơi thằng kia, tớ sửa lab thế nào",0
Mình giúp em sửa lỗi môn .NET...,0
Đồ óc chó clgt...,1
"Chào mày, em nộp java không?",0
dkm bà điên,1
"Nhìn cái mặt là thấy óc chó rồi, biến đi",1
Con kia là đồ ngu đb,1
"Ê ông, cháu check lab cảm ơn",0
Nhóm mình tìm phòng ở khu C5...,0
đ km anh em khùng,1
"Mọi người ơi con kia, tớ làm tài liệu vui vẻ",0
"Mọi người ơi ông, cháu chạy server với",0
Thằng kia là đồ dốt đéo,1
Mọi người đăng bài đồ án C#???,0
Thằng kia là đồ dốt đmm,1
Đồ ngu đm...,1
đ km anh em điên,1
"Chào mày, anh làm server cảm ơn",0
Đồ làm ăn như hạch biến đi,1
"Hi con kia, chị check kiểm tra giúp mình",0
Đồ rác rưởi nghỉ học đi!,1
Con kia là đồ đần cứt,1
Thằng lừa đảo clgt...,1
"Hello thằng kia, con nộp web thế nào",0
Lũ làm ăn như hạch clgt...,1
Nhóm mình hẹn lịch thư viện ML.NET nhé,0
Mọi người cho hỏi về thư viện ML.NET!,0
đmm o'c cho',1
Bạn là đồ ngu mẹ mày,1
Em hẹn lịch phòng trọ Thái Nguyên!,0
Anh em là đồ óc chó vl,1
đm ...,1
Đồ óc chó rác rưởi của xã hội,1
Hôm nay tớ thấy đói quá,0
Thằng kia là đồ lừa đảo vcl,1
Ông là đồ rác rưởi đm,1
"Hế lô mày, cháu lỗi server thế nào",0
Thằng làm ăn như hạch biến đi nhé,1
"Hế lô ông, tớ chậm web giúp mình",0
Thằng kia là đồ khùng vcl,1
Bạn hẹn lịch thư viện ML.NET???,0
vclll mn lừa đảo,1
vl ??,1
"Chào ông, cháu lỗi python cảm ơn",0
n.g.u thằng kia lừa đảo,1
Hôm nay em thấy mệt ghê,0
r4c thằng kia ngu,1
Hôm nay anh thấy buồn ghê,0
vclll thằng kia óc chó,1
đb đ.m,1
Mày vô học đm!,1
Bạn là đồ vô học đb,1
Con kia là đồ óc chó vcl,1
Mày vô học đm ạ,1
Mình cho hỏi về Lab vào tối thứ 5...,0
o'c cho' bà điên,1
Ông là đồ rác rưởi cứt,1
"Cả nhà ơi thằng kia, chị check java không?",0
"Hello mày, tớ check java nha",0
đmm n.g.u,1
"Ê bà, con xem đồ án với",0
Ông là đồ khùng mẹ mày,1
Hôm nay mình thấy vui vcl (vui cực luôn),0
Mày lừa đảo biến đi???,1
Ông là đồ rác rưởi clgt,1
Đồ làm ăn như hạch nghỉ học đi???,1
Mn là đồ ngu đéo,1
Hôm nay em thấy buồn ngủ ghê,0
Nhóm mình hẹn lịch khu C5!,0
"Ê con kia, tớ xem deadline thế nào",0
"Hi mn, cháu nộp môn học giúp mình",0
"Làm ăn như chó đẻ, đồ lừa đảo",1
đậu xanh,1
"Mọi người ơi ông, tớ sửa bài tập nhé",0
Nhóm mình hẹn lịch Lab vào tối thứ 5,0
Anh em là đồ phế vật vl,1
Thằng ngu đm,1
đm dkm,1
Đồ lừa đảo nghỉ học đi???,1
"Ê mn, anh chậm thi nhé",0
Bà là đồ đần cứt,1
Bạn giúp em sửa lỗi Lab vào tối thứ 5 nhé,0
Chào nhé,0
vclll thằng kia rác rưởi,1
Con ngu biến đi ạ,1
"Hello con kia, mình hỏi đồ án thế nào",0
Thầy tìm phòng ở đồ án C#!,0
Bạn tìm phòng ở khu C5!,0
Con kia là đồ điên chó đẻ,1
Chào mọi người,0
Con lừa đảo vcl ạ,1
Em đăng bài môn .NET???,0
Thầy hẹn lịch khu C5...,0
Thầy giúp em sửa lỗi khu C5 ạ,0
Em giúp em sửa lỗi môn .NET nhé,0
Thằng ngu thế nhỉ ạ,1
n.g.u ông lừa đảo,1
đ km thằng kia lừa đảo,1
"Hello mày, mình lỗi lab với",0
Mọi người giúp em sửa lỗi phòng trọ Thái Nguyên...,0
Bạn là đồ khùng clgt,1
"Mọi người ơi mn, mình xin code với",0
Mn là đồ rác rưởi vl,1
"Chào mn, cháu chạy bug ạ",0
Bạn là đồ phế vật mẹ mày,1
đ km anh em đần,1
Đồ óc chó đm...,1
Hôm nay em thấy chán quá,0
Mọi người giúp em sửa lỗi thư viện ML.NET???,0
"Hế lô con kia, mình làm deadline không?",0
Bạn cho hỏi về Lab vào tối thứ 5,0
"Mọi người ơi mn, cháu xem code với",0
Mày rác rưởi thế nhỉ...,1
"Ê bà, chị check lab với",0
đéo dkm,1
vclll bà dốt,1
Lũ lừa đảo clgt???,1
cho mình hỏi chút với,0
dkm anh em rác rưởi,1
Mày tưởng mày giỏi lắm à cái loại óc chó,1
Em tìm phòng ở đồ án C#!,0
"Mọi người ơi con kia, cháu chạy đồ án với",0
hi các bạn,0
Hôm nay cháu thấy chán ghê,0
Hế lô nha,0
Em đăng bài đồ án C#...,0
Đồ óc chó clgt ạ,1
"Hi thằng kia, chị chậm code nhé",0
Em tìm phòng ở đồ án C#???,0
Đồ lừa đảo vcl!,1
Hế lô !,0
vcl ,1
"Hi ông, con sửa kiểm tra giúp mình",0
Con vô học thế nhỉ,1
Mày là đồ vô học vcl,1
Bà là đồ óc chó mẹ mày,1
v_l bạn lừa đảo,1
Bạn là đồ đần đb,1
Ê nhé,0
"Cả nhà ơi con kia, con chạy kiểm tra vui vẻ",0
Thằng kia là đồ dốt vcl,1
v c l mày phế vật,1
"Hello bạn, mình lỗi kiểm tra giúp mình",0
"Hello bạn, mình lag lab nha",0
r4c bà óc chó,1
Lũ ngu biến đi nhé,1
Thằng rác rưởi vcl ạ,1
đ km anh em lừa đảo,1
Anh em là đồ ngu vl,1
đ.m mn đần,1
Bạn là đồ lừa đảo đéo,1
v c l mn dốt,1
Nhóm mình đăng bài phòng trọ Thái Nguyên nhé,0
Hôm nay cháu thấy buồn ngủ vcl (vui cực luôn),0
mẹ mày o'c cho',1
"Hello ông, anh xin deadline với",0
"Xin chào anh em, mình check server nha",0
Mình chia sẻ thư viện ML.NET ạ,0
"Hế lô bà, cháu làm web với",0
Mình cho hỏi về môn .NET...,0
Nhóm mình chia sẻ Lab vào tối thứ 5???,0
"Hello bà, mình chậm tài liệu giúp mình",0
Mình cho hỏi về môn .NET!,0
đ.m mn rác rưởi,1
"Hello ông, anh hỏi web với",0
Bớt sủa lại đi cái thứ phế vật chó đẻ,1
Mày làm ăn như hạch thế nhỉ...,1
Con kia là đồ ngu đéo,1
"Ê mày, chị xin bài tập giúp mình",0
v c l bạn lừa đảo,1
Bạn cho hỏi về Lab vào tối thứ 5 ạ,0
Bớt sủa lại đi cái thứ lừa đảo chó đẻ,1
"Hế lô bà, em xem server nhé",0
Mình cho hỏi về thư viện ML.NET!,0
Bà là đồ vô học chó đẻ,1
Thằng vô học vcl...,1
"Hi thằng kia, anh xem bug thế nào",0
Bạn là đồ điên chó đẻ,1
Nhóm mình chia sẻ Lab vào tối thứ 5,0
"Mọi người ơi mn, mình check môn học vui vẻ",0
clgt vclll,1
Thằng ngu đm nhé,1
Em hẹn lịch Lab vào tối thứ 5???,0
Em tìm phòng ở thư viện ML.NET...,0
chó đẻ o'c cho',1
"Xin chào bạn, cháu check lab nha",0
Thầy tìm phòng ở Lab vào tối thứ 5...,0
"Ê mày, tớ nộp đồ án giúp mình",0
đ km mày dốt,1
Thằng kia là đồ điên đéo,1
n.g.u anh em rác rưởi,1
vclll bà rác rưởi,1
Thầy tìm phòng ở đồ án C#,0
"Hi mày, tớ check code nha",0
dkm mày vô học,1
Mày là đồ ngu chó đẻ,1
Mọi người hẹn lịch Lab vào tối thứ 5 ạ,0
v c l con kia dốt,1
Vô học nó vừa vừa thôi chứ đm,1
Anh em là đồ óc chó cứt,1
Bà là đồ vô học cứt,1
Bà là đồ đần vcl,1
Mày rác rưởi đm nhé,1
Đồ làm ăn như hạch clgt...,1
r4c thằng kia dốt,1
"Ê bạn, cháu hỏi deadline vui vẻ",0
"Xin chào anh em, chị chạy đồ án nhé",0
Hôm nay con thấy buồn quá,0
Hế lô cả nhà,0
"Hế lô bà, em hỏi deadline thế nào",0
Đồ đần rác rưởi của xã hội,1
Mày là đồ điên cứt,1
Mình đăng bài môn .NET ạ,0
Con óc chó đm,1
Mn là đồ ngu đb,1
"Hi mn, anh xem code với",0
Mày làm ăn như hạch nghỉ học đi???,1
Lũ óc chó clgt!,1
Thằng rác rưởi nghỉ học đi...,1
Lũ ngu thế nhỉ???,1
Lũ làm ăn như hạch thế nhỉ...,1
Bạn cho hỏi về thư viện ML.NET!,0
Đồ rác rưởi vcl!,1
Đồ lừa đảo vcl nhé,1
Mình cho hỏi về khu C5,0
Bà là đồ óc chó đmm,1
"Cả nhà ơi mày, tớ lỗi java nhé",0
đ.m bà ngu,1
Đồ ngu biến đi???,1
mọi người cho em hỏi,0
"Hello bạn, chị nộp thi ạ",0
Thằng vô học thế nhỉ,1
Hôm nay anh thấy mệt ghê,0
Con óc chó clgt ạ,1
"Chào anh em, mình nộp tài liệu không?",0
Mọi người hẹn lịch Lab vào tối thứ 5,0
đm v_l,1
Em giúp em sửa lỗi phòng trọ Thái Nguyên ạ,0
Mọi người chia sẻ Lab vào tối thứ 5 ạ,0
"Xin chào bạn, cháu xin server giúp mình",0
Em tìm phòng ở môn .NET nhé,0
Nhóm mình hẹn lịch môn .NET...,0
"Hế lô con kia, tớ chậm web ạ",0
dkm con kia đần,1
Bớt sủa lại đi cái thứ ngu mẹ mày,1
Em giúp em sửa lỗi môn .NET???,0
"Cả nhà ơi con kia, em check code với",0
vclll mày phế vật,1
Ông là đồ điên vcl,1
Hôm nay con thấy hết tiền thật sự,0
"Làm ăn như đmm, đồ dốt",1
dkm bà rác rưởi,1
Con óc chó vcl!,1
Con lừa đảo đm!,1
Bạn giúp em sửa lỗi thư viện ML.NET???,0
Thầy hẹn lịch khu C5,0
"Mọi người ơi mn, cháu sửa java không?",0
Anh em là đồ vô học đéo,1
"Ê bạn, cháu hỏi bug không?",0
Thằng óc chó nghỉ học đi!,1
Thằng kia là đồ phế vật mẹ mày,1
Bà là đồ phế vật đéo,1
Con rác rưởi biến đi!,1
"Hi con kia, cháu nộp bug cảm ơn",0
r4c thằng kia khùng,1
Ông là đồ khùng chó đẻ,1
"Mọi người ơi mn, tớ nộp deadline giúp mình",0
"Mọi người ơi con kia, con lag python nhé",0
o'c cho' con kia đần,1
Lũ lừa đảo nghỉ học đi ạ,1
Lũ óc chó biến đi...,1
Thằng làm ăn như hạch clgt???,1
Đồ óc chó nghỉ học đi!,1
đb dkm,1
Mày là đồ vô học vl,1
Bà là đồ rác rưởi vl,1
Bạn tìm phòng ở phòng trọ Thái Nguyên nhé,0
đmm !,1
Mn là đồ khùng clgt,1
Em chia sẻ thư viện ML.NET nhé,0
v c l mn đần,1
"Chào mn, con lag tài liệu giúp mình",0
Mày tưởng mày giỏi lắm à cái loại rác rưởi,1
"Hello bà, em chậm code nhé",0
Thằng kia là đồ điên đm,1
Hôm nay cháu thấy buồn ngủ thật sự,0
"Chào mày, tớ check sql cảm ơn",0
o'c cho' bạn đần,1
Em đăng bài đồ án C# ạ,0
Mày vô học biến đi nhé,1
chó đẻ n.g.u,1
cứt ,1
Bạn chia sẻ thư viện ML.NET nhé,0
Bạn là đồ rác rưởi vcl,1
Nhóm mình giúp em sửa lỗi phòng trọ Thái Nguyên,0
Mọi người đăng bài khu C5,0
"Ê bạn, chị làm server cảm ơn",0
Lũ làm ăn như hạch nghỉ học đi ạ,1
r4c mày phế vật,1
Lũ ngu clgt???,1
Em tìm phòng ở Lab vào tối thứ 5...,0
chó đẻ dkm,1
Bạn là đồ dốt đm,1
đéo n.g.u,1
v c l bà lừa đảo,1
Mn là đồ vô học đmm,1
"Hello thằng kia, tớ check deadline ạ",0
Lũ óc chó biến đi???,1
Bạn tìm phòng ở khu C5...,0
Cả nhà ơi mn,0
Mọi người tìm phòng ở phòng trọ Thái Nguyên,0
Mọi người chia sẻ Lab vào tối thứ 5...,0
Thằng vô học vcl???,1
"Hello bạn, cháu check python giúp mình",0
Anh em là đồ khùng vl,1
Đồ ngu vcl!,1
Con vô học đm???,1
Chào !,0
Thằng kia là đồ vô học clgt,1
"Cả nhà ơi anh em, mình xem java nhé",0
Bà là đồ phế vật chó đẻ,1
Mày vô học nghỉ học đi...,1
Thằng rác rưởi nghỉ học đi,1
"Mọi người ơi ông, cháu xin kiểm tra cảm ơn",0
Lũ óc chó nghỉ học đi!,1
chó đẻ đ.m,1
Mọi người ơi nhé,0
"Mọi người ơi bà, chị chạy sql không?",0
v c l mày rác rưởi,1
Thằng kia là đồ vô học đm,1
Mày rác rưởi clgt,1
mẹ mày dkm,1
Bạn giúp em sửa lỗi phòng trọ Thái Nguyên nhé,0
Bạn đăng bài khu C5,0
Ông là đồ đần mẹ mày,1
chó đẻ v c l,1
Mày tưởng mày giỏi lắm à cái loại đần,1
Thằng ngu nghỉ học đi...,1
Đồ vô học nghỉ học đi???,1
Em hẹn lịch thư viện ML.NET,0
Thầy tìm phòng ở Lab vào tối thứ 5,0
n.g.u bà đần,1
v_l bạn dốt,1
dkm ông khùng,1
Hôm nay chị thấy vui vcl (vui cực luôn),0
"Xin chào mn, cháu xin python không?",0
Hôm nay em thấy hết tiền ghê,0
Bà là đồ dốt đm,1
đ km anh em óc chó,1
v c l mn khùng,1
Bà là đồ rác rưởi chó đẻ,1
Mọi người hẹn lịch môn .NET???,0
v_l mn dốt,1
Hôm nay em thấy mệt vcl (vui cực luôn),0
Nhóm mình cho hỏi về khu C5!,0
Nhóm mình tìm phòng ở phòng trọ Thái Nguyên!,0
vcl v_l,1
Mn là đồ ngu vcl,1
Mày ngu clgt nhé,1
Hôm nay cháu thấy buồn ghê,0
n.g.u anh em lừa đảo,1
Con óc chó nghỉ học đi???,1
Mình cho hỏi về môn .NET ạ,0
Lũ làm ăn như hạch clgt???,1
Mình chia sẻ môn .NET nhé,0
Con óc chó clgt!,1
o'c cho' bạn óc chó,1
"Hi con kia, con lag web vui vẻ",0
Mày là đồ đần vcl,1
Thầy đăng bài phòng trọ Thái Nguyên...,0
Ông là đồ ngu cứt,1
Mình chia sẻ phòng trọ Thái Nguyên,0
đéo vclll,1
n.g.u bạn ngu,1
Bạn là đồ lừa đảo chó đẻ,1
Đồ óc chó nghỉ học đi ạ,1
Hôm nay chị thấy đói quá,0
vcl o'c cho',1
Đồ lừa đảo clgt!,1
Đồ dốt rác rưởi của xã hội,1
Bạn là đồ phế vật clgt,1
Mày là đồ dốt đm,1
clgt ??,1
"Hi bạn, em lỗi java giúp mình",0
Đồ rác rưởi đm...,1
v_l mn rác rưởi,1
"Hello con kia, anh check bug nha",0
Thằng kia là đồ ngu cứt,1
"Hello bà, chị sửa lab với",0
đéo ...,1
Mình hẹn lịch thư viện ML.NET nhé,0
Em tìm phòng ở phòng trọ Thái Nguyên!,0
Thằng làm ăn như hạch vcl,1
Mày lừa đảo clgt ạ,1
v c l mn ngu,1
"Cả nhà ơi mn, chị nộp đồ án ạ",0
Mày là đồ đần clgt,1
Đồ rác rưởi clgt ạ,1
"Hi con kia, chị chạy server cảm ơn",0
Thầy chia sẻ thư viện ML.NET nhé,0
Xin chào nhé,0
Anh em là đồ điên chó đẻ,1
"Cả nhà ơi anh em, em chậm đồ án nhé",0
Con vô học biến đi!,1
Lũ vô học vcl ạ,1
đm ,1
vcl v c l,1
v_l anh em vô học,1
Anh em là đồ lừa đảo clgt,1
Ông là đồ lừa đảo vcl,1
đm mày,1
Thằng kia là đồ lừa đảo đm,1
Mn là đồ điên đéo,1
Mọi người giúp em sửa lỗi Lab vào tối thứ 5...,0
Thằng rác rưởi thế nhỉ nhé,1
"Cả nhà ơi mày, anh nộp kiểm tra nha",0
Đồ vô học thế nhỉ,1
"Mọi người ơi bà, con xem web nhé",0
"Ê mn, anh chạy đồ án không?",0
Anh em là đồ rác rưởi mẹ mày,1
Mày là đồ điên mẹ mày,1
"Chào bà, chị lag thi với",0
đ km mày đần,1
Nhóm mình tìm phòng ở Lab vào tối thứ 5,0
Nhóm mình tìm phòng ở môn .NET???,0
"Hi anh em, anh sửa đồ án giúp mình",0
Em hẹn lịch phòng trọ Thái Nguyên,0
v_l thằng kia lừa đảo,1
"Hi anh em, em chạy tài liệu giúp mình",0
Hôm nay cháu thấy đói ghê,0
"Chào bạn, cháu chậm web cảm ơn",0
Mày rác rưởi thế nhỉ,1
Bạn đăng bài phòng trọ Thái Nguyên,0
Đồ lừa đảo thế nhỉ,1
Hôm nay em thấy đói quá,0
"Ê con kia, cháu chạy đồ án giúp mình",0
"Hi bà, tớ nộp lab thế nào",0
Thằng làm ăn như hạch đm???,1
"Ê bà, chị lỗi bài tập vui vẻ",0
đ km bà óc chó,1
"Chào thằng kia, chị nộp môn học nhé",0
"Hello mày, con làm web không?",0
Bà là đồ dốt clgt,1
"Hello mn, mình xem web thế nào",0
vclll mn điên,1
"Ê thằng kia, cháu làm bug không?",0
"Làm ăn như đm, đồ phế vật",1
Hôm nay mình thấy chán thật sự,0
n.g.u bà khùng,1
Đồ óc chó vcl ạ,1
Hôm nay cháu thấy vui thật sự,0
Bạn chia sẻ phòng trọ Thái Nguyên...,0
vl !,1
Thằng kia là đồ phế vật vl,1
đéo đ.m,1
Nhóm mình giúp em sửa lỗi Lab vào tối thứ 5???,0
"Chào mày, anh check lab ạ",0
"Chào thằng kia, chị check bài tập nhé",0
"Hế lô bạn, cháu chậm server ạ",0
Thầy giúp em sửa lỗi môn .NET...,0
"Hi thằng kia, tớ xem thi với",0
"Ê anh em, tớ làm bài tập cảm ơn",0
Mọi người cho hỏi về khu C5,0
v_l bạn khùng,1
vclll thằng kia ngu,1
Thằng kia là đồ vô học đmm,1
"Ê mn, tớ xem lab nhé",0
"Hello anh em, mình lag đồ án nhé",0
Con lừa đảo biến đi nhé,1
r4c anh em phế vật,1
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
v c l ông dốt,1
r4c mn dốt,1
đ km thằng kia phế vật,1
Mọi người chia sẻ đồ án C# ạ,0
Em tìm phòng ở đồ án C# nhé,0
Con rác rưởi vcl ạ,1
Anh em là đồ điên mẹ mày,1
Thằng làm ăn như hạch biến đi???,1
Em giúp em sửa lỗi Lab vào tối thứ 5 nhé,0
"Cả nhà ơi anh em, cháu chạy code giúp mình",0
Mn là đồ ngu clgt,1
Bạn là đồ óc chó mẹ mày,1
"Mọi người ơi thằng kia, anh check môn học ạ",0
"Ê thằng kia, anh xem thi ạ",0
Thằng ngu nghỉ học đi ạ,1
Em tìm phòng ở thư viện ML.NET,0
Con kia là đồ phế vật đéo,1
Thằng lừa đảo nghỉ học đi...,1
v c l anh em ngu,1
